Title,Profile Applicability,Description,Rationale,Audit,Remediation,References,L1,L2,SL1,SL2,BL,index,title,Automation,PK
1.1.2.1.3 Ensure nosuid option set on /tmp partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to 
ensure that users cannot create setuid  files in /tmp.","- IF - a separate partition exists for /tmp, verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /tmp | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /tmp. 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/tmp partition.  
Example:  
<device> /tmp    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /tmp with the configured options:  
# mount -o remount /tmp#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.1.3,Ensure nosuid option set on /tmp partition,TRUE,11
1.1.2.1.4 Ensure noexec option set on /tmp partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The noexec  mount option specifies that the filesystem cannot contain executable 
binaries.","Since the /tmp filesystem is only intended for temporary file storage, set this option to 
ensure that users cannot run executable binaries from /tmp. 
Impact:  
Setting the noexec  option on /tmp may prevent installation and/or updating of some 3rd 
party software.","- IF - a separate partition exists for /tmp, verify that the noexec  option is set.  
Run the following command to verify that the noexec  mount option is set.  
Example:  
# findmnt -kn /tmp | grep -v noexec  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /tmp. 
Edit the /etc/fstab  file and add noexec  to the fourth field (mounting options) for the 
/tmp partition.  
Example:  
<device> /tmp    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /tmp with the configured options:  
# mount -o remount /tmp#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  
Internal Only - General  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1204, T1204.002  TA0005  M1022",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.1.4,Ensure noexec option set on /tmp partition,TRUE,12
1.1.2.2.1 Ensure /dev/shm is a separate partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The /dev/shm  directory is a world -writable directory that can function as shared memory 
that facilitates inter process communication (IPC).","Making /dev/shm  its own file system allows an administrator to set additional mount 
options such as the noexec  option on the mount, making /dev/shm  useless for an 
attacker to install executable code. It would also prevent an attacker from establishing a 
hard link to a system setuid  program and wait for it to be updated. Once the program 
was updated, the hard link would be broken and the attacker would have his own copy 
of the program. If the program happened to have a security vulnerability, the attacker 
could continue to exploit the known flaw.  
This can be accomplished by mounting tmpfs  to /dev/shm . 
Impact:  
Since the /dev/shm  directory is intended to be world -writable, there is a risk of resource 
exhaustion if it is not bound to a separate partition.  
/dev/shm  utilizing tmpfs  can be resized using the size={size}  parameter in the relevant 
entry in /etc/fstab .","-IF- /dev/shm  is to be used on the system, run the following command and verify the 
output shows that /dev/shm  is mounted. Particular requirements pertaining to mount 
options are covered in ensuing sections.  
# findmnt -kn /dev/shm  
Example output:  
/dev/shm   tmpfs  tmpfs  rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.2.1,Ensure /dev/shm is a separate partition,TRUE,13
" 1.1.2.2.2 Ensure nodev option set on /dev/shm partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /dev/shm  filesystem is not intended to support devices, set this option to 
ensure that users cannot attempt to create special devices in /dev/shm  partitions.",,"For specific configuration requirements of the /dev/shm  mount for your environment, 
modify /etc/fstab . 
Example:  
tmpfs /dev/shm  tmpfs     
defaults,rw,nosuid,nodev,noexec,relatime,size=2G  0 0#!/usr/bin/env bash","1. https://www.freedesktop.org/wiki/Software/systemd/APIFileSystems/  
2. https://www.freedesktop.org/software/systemd/man/systemd -fstab -generator.html  
3. NIST SP 800 -53 Rev. 5: CM -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 9.2 Ensure Only Approved Ports, Protocols and Services 
Are Running  
 Ensure that only network ports, protocols, and services listening on a system 
with validated business needs, are running on each system.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1022   
Internal Only - General  1.1.2.2.2 Ensure nodev option set on /dev/shm partition 
(Automated)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
The nodev  mount option specifies that the filesystem cannot contain special devices.  
Rationale:  
Since the /dev/shm  filesystem is not intended to support devices, set this option to 
ensure that users cannot attempt to create special devices in /dev/shm  partitions.  
Audit:  
- IF - a separate partition exists for /dev/shm , verify that the nodev  option is set.  
# findmnt -kn /dev/shm | grep -v 'nodev'  
 
Nothing should be returned  
Remediation:  
- IF - a separate partition exists for /dev/shm . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/dev/shm  partition. See the fstab(5)  manual page for more information.  
Example:  
tmpfs /dev/shm    tmpfs     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /dev/shm  with the configured options:  
# mount -o remount /dev/shm  
Note:  It is recommended to use tmpfs  as the device/filesystem type as /dev/shm  is used 
as shared memory space by applications.  
References:  
1. NIST SP 800 -53 Rev. 5: AC -3, MP -2",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.2.2,Ensure nodev option set on /dev/shm partition,TRUE,14
" 1.1.2.2.3 Ensure nosuid option set on /dev/shm partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Setting this option on a file system prevents users from introducing privileged programs 
onto the system and allowing non -root users to execute them.","- IF - a separate partition exists for /dev/shm , verify that the nosuid  option is set.  
# findmnt -kn /dev/shm | grep -v 'nosuid'  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /dev/shm . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/dev/shm  partition. See the fstab(5)  manual page for more information.  
Example:  
tmpfs /dev/shm    tmpfs     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /dev/shm  with the configured options:  
# mount -o remount /dev/shm  
Note:  It is recommended to use tmpfs  as the device/filesystem type as /dev/shm  is used 
as shared memory space by applications.#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AC -3, MP -2 
Additional Information:  
Some distributions mount /dev/shm  through other means and require /dev/shm  to be 
added to /etc/fstab  even though it is already being mounted on boot. Others may 
configure /dev/shm  in other locations and may override /etc/fstab  configuration. 
Consult the documentation appropriate for your distribution.",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.2.3,Ensure nosuid option set on /dev/shm partition,TRUE,15
" 1.1.2.2.4 Ensure noexec option set on /dev/shm partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The noexec  mount option specifies that the filesystem cannot contain executable 
binaries.","Setting this option on a file system prevents users from executing programs from shared 
memory. This deters users from introducing potentially malicious software on the 
system.","- IF - a separate partition exists for /dev/shm , verify that the noexec  option is set.  
# findmnt -kn /dev/shm | grep -v 'noexec'  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /dev/shm . 
Edit the /etc/fstab  file and add noexec  to the fourth field (mounting options) for the 
/dev/shm  partition.  
Example:  
tmpfs /dev/shm    tmpfs     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /dev/shm  with the configured options:  
# mount -o remount /dev/shm  
Note:  It is recommended to use tmpfs  as the device/filesystem type as /dev/shm  is used 
as shared memory space by applications.#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  
Internal Only - General  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1204, T1204.002  TA0005  M1022",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.2.4,Ensure noexec option set on /dev/shm partition,TRUE,16
1.1.2.3.1 Ensure separate partition exists for /home (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation",The /home  directory is used to support disk storage needs of local users.,"The default installation only creates a single / partition. Since the /home  directory 
contains user generated data, there is a risk of resource exhaustion. It will essentially 
have the whole disk available to fill up and impact the system as a whole. In addition, 
other operations on the system could fill up the disk unrelated to /home  and impact all 
local users.  
Configuring /home  as its own file system allows an administrator to set additional mount 
options such as noexec/nosuid/nodev . These options limit an attacker's ability to create 
exploits on the system. In the case of /home  options such as usrquota/grpquota  may be 
considered to limit the impact that users can have on each other with regards to disk 
resource exhaustion. Other options allow for specific behavior. See man mount  for exact 
details regarding filesystem -independent and filesystem -specific options.  
As /home  contains user data, care should be taken to ensure the security and integrity of 
the data and mount point.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing, or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additiona l tools may 
introduce their own security considerations.","Run the following command and verify output shows /home  is mounted:  
# findmnt -kn /home  
 
/home   /dev/sdb  ext4  rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /home . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash",,FALSE,TRUE,TRUE,TRUE,FALSE,1.1.2.3.1,Ensure separate partition exists for /home,TRUE,17
1.1.2.3.2 Ensure nodev option set on /home partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /home  filesystem is not intended to support devices, set this option to ensure 
that users cannot create a block or character special devices in /home .","- IF - a separate partition exists for /home , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /home | grep -v nodev 
 
Nothing should be returned#!/usr/bin/env bash",,"1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /home  it is advisable to bring the system to emergency mode (so auditd 
is not running), rename the existing directory, mount the new file system, and migrate 
the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1038   
Internal Only - General  1.1.2.3.2 Ensure nodev option set on /home partition (Automated)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
The nodev  mount option specifies that the filesystem cannot contain special devices.  
Rationale:  
Since the /home  filesystem is not intended to support devices, set this option to ensure 
that users cannot create a block or character special devices in /home . 
Audit:  
- IF - a separate partition exists for /home , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /home | grep -v nodev 
 
Nothing should be returned  
Remediation:  
- IF - a separate partition exists for /home . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/home  partition.  
Example:  
<device> /home    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /home  with the configured options:  
# mount -o remount /home  
References:  
1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.3.2,Ensure nodev option set on /home partition,TRUE,18
1.1.2.3.3 Ensure nosuid option set on /home partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /home  filesystem is only intended for user file storage, set this option to ensure 
that users cannot create setuid  files in /home .","- IF - a separate partition exists for /home , verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /home | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /home . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/home  partition.  
Example:  
<device> /home    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /home  with the configured options:  
# mount -o remount /home#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  
Internal Only - General  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1548, T1548.001  TA0005  M1022",TRUE,FALSE,TRUE,FALSE,FALSE,1.1.2.3.3,Ensure nosuid option set on /home partition,TRUE,19
1.1.2.4.1 Ensure separate partition exists for /var (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation","The /var directory is used by daemons and other system services to temporarily store 
dynamic data. Some directories created by these processes may be world -writable.","The reasoning for mounting /var on a separate partition is as follows.  
The default installation only creates a single / partition. Since the /var directory may 
contain world -writable files and directories, there is a risk of resource exhaustion. It will 
essentially have the whole disk available to fill up and impact the system as a whole. In 
addition, other operations on the system could fill up th e disk unrelated to /var and 
cause unintended behavior across the system as the disk is full. See man auditd.conf  
for details.  
Configuring /var as its own file system allows an administrator to set additional mount 
options such as noexec/nosuid/nodev . These options limits an attackers ability to create 
exploits on the system. Other options allow for specific behavior. See man mount  for 
exact details regarding filesystem -independent and filesystem -specific options.  
An example of exploiting /var may be an attacker establishing a hard -link to a system 
setuid  program and wait for it to be updated. Once the program was updated, the hard -
link would be broken and the attacker would have his own copy of the program. If the 
program happened to have a security vulnerability, the attacker could continue to exploit 
the known flaw.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing, or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additiona l tools may 
introduce their own security considerations.  
   
Internal Only - General","Run the following command and verify output shows /var is mounted.  
Example:  
# findmnt -kn /var 
 
/var  /dev/sdb  ext4   rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /var. 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /var it is advisable to bring the system to emergency mode (so auditd 
is not running), rename the existing directory, mount the new file system, and migrate 
the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ●",FALSE,TRUE,TRUE,TRUE,FALSE,1.1.2.4.1,Ensure separate partition exists for /var,TRUE,20
